title	wiki_id	booksummaries_index
Lords of the North (The Saxon Stories, #3)	-1	-1
Just Ella (The Palace Chronicles, #1)	-1	-1
Eyes Wide Open (The Blackstone Affair, #3)	-1	-1
China Dolls	-1	-1
Megan Meade's Guide to the McGowan Boys	-1	-1
Bread and Jam for Frances	-1	-1
Half Asleep in Frog Pajamas	-1	-1
Mirror Mirror	-1	-1
More Than This	-1	-1
Child of God	-1	-1
As Sure as the Dawn (Mark of the Lion, #3)	-1	-1
Lexicon	-1	-1
One Fifth Avenue	-1	-1
El Deafo	-1	-1
Down London Road (On Dublin Street, #2)	-1	-1
The Walking Dead, Vol. 03: Safety Behind Bars	-1	-1
Flow My Tears, the Policeman Said	-1	-1
The Last Sin Eater	-1	-1
A Knight in Shining Armor	-1	-1
Rot & Ruin (Rot & Ruin, #1)	-1	-1
The Trial and Death of Socrates	-1	-1
Heavier Than Heaven: A Biography of Kurt Cobain	-1	-1
History of the Peloponnesian War	-1	-1
The Red Badge of Courage and Selected Short Fiction  	-1	-1
Sandman Slim (Sandman Slim, #1)	-1	-1
The Last Child	-1	-1
Labyrinths:  Selected Stories and Other Writings	-1	-1
Fortune's Rocks	-1	-1
The Price of Salt	-1	-1
Tiger's Quest (The Tiger Saga, #2)	-1	-1
Friday Night Bites (Chicagoland Vampires, #2)	-1	-1
The Undercover Economist	-1	-1
The Oath	-1	-1
Rumors (Luxe, #2)	-1	-1
The Day the Crayons Quit	-1	-1
Princess in Waiting (The Princess Diaries, #4)	-1	-1
Kisses from Katie: A Story of Relentless Love and Redemption	-1	-1
The Heretic's Daughter	-1	-1
The Magic Mountain	-1	-1
Chasing the Dime	-1	-1
A Thousand Pieces of You (Firebird, #1)	-1	-1
Pictures of Hollis Woods	-1	-1
The Reality Dysfunction (Night's Dawn, #1)	-1	-1
The Sands of Time	-1	-1
NW	-1	-1
Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)	-1	-1
The Paradox of Choice: Why More Is Less	-1	-1
Blood and Chocolate	-1	-1
Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)	-1	-1
Women in Love (Brangwen Family, #2)	-1	-1
Second Chance	-1	-1
The Postman	-1	-1
Summerland	-1	-1
The Patron Saint of Liars	-1	-1
The Success Principles: How to Get from Where You Are to Where You Want to Be	-1	-1
Knight (Unfinished Hero, #1)	-1	-1
Business Model Generation	-1	-1
The Swerve: How the World Became Modern	-1	-1
The Autobiography of Henry VIII: With Notes by His Fool, Will Somers	-1	-1
Stranger than Fiction	-1	-1
The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science	-1	-1
The Ringworld Engineers (Ringworld #2)	-1	-1
I Hunt Killers (Jasper Dent, #1)	-1	-1
Crashed (Driven, #3)	-1	-1
Kitchens of the Great Midwest	-1	-1
Stone Soup	-1	-1
شيكاجو	-1	-1
12th of Never (Women's Murder Club, #12)	-1	-1
Promise of Blood (Powder Mage, #1)	-1	-1
Black Order (Sigma Force, #3)	-1	-1
Fractured (Will Trent, #2)	-1	-1
The Sun Is Also a Star	-1	-1
The Murder House	-1	-1
On the Beach	-1	-1
Funny Girl	-1	-1
New York	-1	-1
A Gathering of Shadows (Shades of Magic, #2)	-1	-1
From the Corner of His Eye	-1	-1
Blind Willow, Sleeping Woman	-1	-1
Barefoot Contessa Back to Basics	-1	-1
To Have and to Hold	-1	-1
Smashed: Story of a Drunken Girlhood	-1	-1
Until I Find You	-1	-1
The Dark Divine (The Dark Divine, #1)	-1	-1
Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany	-1	-1
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype	-1	-1
Calling on Dragons (Enchanted Forest Chronicles, #3)	-1	-1
Now, Discover Your Strengths	-1	-1
The Long Tail: Why the Future of Business is Selling Less of More	-1	-1
Mein Kampf	-1	-1
Swapping Lives	-1	-1
A Rule Against Murder (Chief Inspector Armand Gamache, #4)	-1	-1
The Perfect Hope (Inn Boonsboro, #3)	-1	-1
Consequences (Consequences, #1)	-1	-1
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide	-1	-1
The Strange Case of Origami Yoda (Origami Yoda, #1)	-1	-1
Welcome to Temptation (Dempseys, #1)	-1	-1
Inside Out & Back Again	-1	-1
Dreamless (Starcrossed, #2)	-1	-1
Predestined (Existence Trilogy, #2)	-1	-1
The Lord of the Rings: The Return of the King: Visual Companion	-1	-1
The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything	-1	-1
The Other Wes Moore: One Name, Two Fates	-1	-1
Mistress of the Art of Death (Mistress of the Art of Death, #1)	-1	-1
Assholes Finish First (Tucker Max, #2)	-1	-1
美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1]	-1	-1
Kiss an Angel	-1	-1
The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home	-1	-1
The Partly Cloudy Patriot	-1	-1
My Father's Dragon (My Father's Dragon, #1)	-1	-1
Natchez Burning	-1	-1
Pulp	-1	-1
Hannibal Rising (Hannibal Lecter, #4)	-1	-1
Immortal in Death (In Death, #3)	-1	-1
Infinity (Chronicles of Nick, #1)	-1	-1
Blood Noir (Anita Blake, Vampire Hunter #16)	-1	-1
Inherent Vice	-1	-1
Songs of the Humpback Whale	-1	-1
The Night Eternal (The Strain Trilogy, #3)	-1	-1
Bright Lights, Big City	-1	-1
Whiskey Beach	-1	-1
The Guy Not Taken: Stories	-1	-1
The Walking Dead, Vol. 08: Made to Suffer	-1	-1
Pleasure of a Dark Prince (Immortals After Dark #9)	-1	-1
Danny and the Dinosaur (An I Can Read Book)	-1	-1
The Decameron	-1	-1
Twisted (Pretty Little Liars, #9)	-1	-1
The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)	-1	-1
Dear Life: Stories	-1	-1
Five Little Monkeys Jumping on the Bed	-1	-1
Kushiel's Avatar (Phèdre's Trilogy, #3)	-1	-1
The Aleph and Other Stories 	-1	-1
Ruin (Ruin, #1)	-1	-1
The Long Goodbye (Philip Marlowe, #6)	-1	-1
Farewell, My Lovely (Philip Marlowe, #2)	-1	-1
The Castle of Llyr (The Chronicles of Prydain #3)	-1	-1
Fade Out (The Morganville Vampires, #7)	-1	-1
The Cat Who Could Read Backwards (Cat Who..., #1)	-1	-1
Charade (Games, #1)	-1	-1
The Demigod Diaries	-1	-1
If You Stay (Beautifully Broken, #1)	-1	-1
Neil Patrick Harris: Choose Your Own Autobiography	-1	-1
Death du Jour (Temperance Brennan, #2)	-1	-1
More Than a Carpenter	-1	-1
Boneshaker (The Clockwork Century, #1)	-1	-1
Rubyfruit Jungle	-1	-1
Fallen in Love (Fallen, #3.5)	-1	-1
Sisters	-1	-1
The Never War (Pendragon, #3)	-1	-1
The Elf Queen of Shannara (Heritage of Shannara, #3)	-1	-1
Mattimeo (Redwall, #3)	-1	-1
Nemesis Games (The Expanse, #5)	-1	-1
A Return to Love: Reflections on the Principles of A Course in Miracles	-1	-1
First Family (Sean King & Michelle Maxwell, #4)	-1	-1
True Grit	-1	-1
Feel the Fear and Do It Anyway	-1	-1
Mine (Real, #2)	-1	-1
Memoirs of an Imaginary Friend	-1	-1
Haroun and the Sea of Stories (Khalifa Brothers, #1)	-1	-1
Whistling Past the Graveyard	-1	-1
Poison Princess (The Arcana Chronicles, #1)	-1	-1
Tatiana and Alexander (The Bronze Horseman, #2)	-1	-1
The Emperor's Blades (Chronicle of the Unhewn Throne, #1)	-1	-1
Brick Lane	-1	-1
Half Bad (The Half Bad Trilogy, #1)	-1	-1
Zorba the Greek	-1	-1
Sounder	-1	-1
A Universe from Nothing: Why There Is Something Rather Than Nothing	-1	-1
Slash	-1	-1
Archangel's Kiss (Guild Hunter, #2)	-1	-1
Rebel Belle (Rebel Belle, #1)	-1	-1
The Mephisto Club (Rizzoli & Isles, #6)	-1	-1
The Scarlet Thread 	-1	-1
It's a Magical World: A Calvin and Hobbes Collection	-1	-1
Avatar: The Last Airbender (The Promise, #1)	-1	-1
Being and Nothingness	-1	-1
Miecz przeznaczenia (Saga o Wiedźminie, #2)	-1	-1
Silent Spring	-1	-1
Legion (Legion, #1)	-1	-1
Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny	-1	-1
Kill Alex Cross (Alex Cross #18)	-1	-1
The Pearl That Broke Its Shell	-1	-1
Behemoth (Leviathan, #2)	-1	-1
The Sociopath Next Door	-1	-1
Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)	-1	-1
Do-It-Yourself Book (Diary of a Wimpy Kid)	-1	-1
Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)	-1	-1
The Tea Rose (The Tea Rose, #1)	-1	-1
Moon Over Soho (Peter Grant, #2)	-1	-1
The Paris Architect	-1	-1
Falling Kingdoms (Falling Kingdoms, #1)	-1	-1
Ask and It Is Given: Learning to Manifest Your Desires	-1	-1
Island Beneath the Sea	-1	-1
The History of Tom Jones, a Foundling	-1	-1
Winesburg, Ohio	-1	-1
Beautiful Redemption (The Maddox Brothers, #2)	-1	-1
C is for Corpse  (Kinsey Millhone, #3)	-1	-1
Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)	-1	-1
Five Quarters of the Orange	-1	-1
2666	-1	-1
Microserfs	-1	-1
How to Tell If Your Cat Is Plotting to Kill You	-1	-1
Simple Genius (Sean King & Michelle Maxwell, #3)	-1	-1
Light on Snow	-1	-1
Vampire Mountain (Cirque Du Freak, #4)	-1	-1
The Three Stigmata of Palmer Eldritch	-1	-1
The Strange Library	-1	-1
Deadeye Dick	-1	-1
The Power (The Secret, #2)	-1	-1
Ancestors of Avalon (Avalon, #5)	-1	-1
Out Stealing Horses	-1	-1
Batman: Knightfall, Vol. 1: Broken Bat	-1	-1
Saga, Vol. 5 (Saga, #5)	-1	-1
The Lions of Lucerne (Scot Harvath, #1)	-1	-1
One Past Midnight: The Langoliers	-1	-1
The Sign of the Beaver	-1	-1
Ask the Dust (Arturo Bandini, #3)	-1	-1
All Over But the Shoutin'	-1	-1
The Key to Midnight	-1	-1
Fairy Tales from the Brothers Grimm: A New English Version	-1	-1
Debt of Bones (Sword of Truth, #0.5)	-1	-1
The Joke	-1	-1
The White Princess (The Plantagenet and Tudor Novels, #5)	-1	-1
Flight of the Intruder (Jake Grafton #1)	-1	-1
Silver on the Tree (The Dark is Rising, #5)	-1	-1
National Velvet	-1	-1
Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way	-1	-1
Lysistrata	-1	-1
The Swan Thieves	-1	-1
Iced (Fever, #6)	-1	-1
14	-1	-1
Okay for Now	-1	-1
Assassins (Left Behind, #6)	-1	-1
Red Country (First Law World, #6)	-1	-1
The Lords of Discipline	-1	-1
Eat and Run: My Unlikely Journey to Ultramarathon Greatness	-1	-1
Broken (Will Trent, #4)	-1	-1
The Matchmaker	-1	-1
The Mark (Left Behind, #8)	-1	-1
Belong to Me	-1	-1
The Darkest Hour (Warriors, #6)	-1	-1
L.A. Confidential (L.A. Quartet, #3)	-1	-1
The Beautiful Mystery (Chief Inspector Armand Gamache, #8)	-1	-1
The Diamond Throne (The Elenium, #1)	-1	-1
Those Left Behind (Serenity, #1)	-1	-1
Terms of Endearment	-1	-1
Kiss of the Night (Dark-Hunter, #4)	-1	-1
The Wedding Girl	-1	-1
He Chose the Nails	-1	-1
Entice (Need, #3)	-1	-1
From Russia With Love (James Bond, #5)	-1	-1
The Tortilla Curtain	-1	-1
Darkest Mercy (Wicked Lovely, #5)	-1	-1
Modern Lovers	-1	-1
Checkmate (Neighbor from Hell, #3)	-1	-1
The Amazing Maurice and His Educated Rodents (Discworld, #28)	-1	-1
With the Old Breed: At Peleliu and Okinawa	-1	-1
The Hundred Dresses	-1	-1
Lost Lake (Lost Lake, #1)	-1	-1
Hardwired (Hacker, #1)	-1	-1
The Last Runaway	-1	-1
Midnight Tides (The Malazan Book of the Fallen, #5)	-1	-1
The 100 (The 100, #1)	-1	-1
Hades (Halo, #2)	-1	-1
Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)	-1	-1
Bear Snores On	-1	-1
Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between	-1	-1
Memoirs of a Teenage Amnesiac	-1	-1
Salamandastron (Redwall, #5)	-1	-1
Servant of the Bones	-1	-1
Ironside (Modern Faerie Tales, #3)	-1	-1
Finnikin of the Rock (Lumatere Chronicles, #1)	-1	-1
The Return of the Native  	-1	-1
Micro	-1	-1
No Exit and Three Other Plays	-1	-1
Foundation and Chaos (Second Foundation Trilogy #2)	-1	-1
Cover Her Face (Adam Dalgliesh #1)	-1	-1
Supernaturally (Paranormalcy, #2)	-1	-1
First King of Shannara (The Original Shannara Trilogy, #0)	-1	-1
Bury Your Dead (Chief Inspector Armand Gamache, #6)	-1	-1
The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)	-1	-1
أنت لي	-1	-1
The House of the Seven Gables	-1	-1
Rising Storm (Warriors, #4)	-1	-1
Love Warrior	-1	-1
The Brutal Telling (Chief Inspector Armand Gamache, #5)	-1	-1
The Prisoner of Cell 25 (Michael Vey, #1)	-1	-1
The Souls of Black Folk	-1	-1
I Never Promised You a Rose Garden	-1	-1
The Crimson Crown (Seven Realms, #4)	-1	-1
The Castaways	-1	-1
Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person	-1	-1
The Lover	-1	-1
Eragon & Eldest (Inheritance, #1-2)	-1	-1
Burn (Breathless, #3)	-1	-1
The Power and the Glory	-1	-1
Paula	-1	-1
Lila (Gilead, #3)	-1	-1
The Scions of Shannara (Heritage of Shannara, #1)	-1	-1
Behind the Scenes at the Museum	-1	-1
Sweetbitter	-1	-1
Romancing Mister Bridgerton (Bridgertons, #4)	-1	-1
Tangerine	-1	-1
Hell House	-1	-1
The Emperor's Children	-1	-1
The Liar	-1	-1
The Third Victim (Quincy & Rainie, #2)	-1	-1
The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)	-1	-1
Hell's Corner (Camel Club, #5)	-1	-1
Key of Valor (Key Trilogy, #3)	-1	-1
Barbarians at the Gate: The Fall of RJR Nabisco	-1	-1
Ancillary Sword (Imperial Radch, #2)	-1	-1
Franz Kafka's The Castle (Dramatization)	-1	-1
Timebound (The Chronos Files, #1)	-1	-1
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)	-1	-1
Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)	-1	-1
NYPD Red (NYPD Red, #1)	-1	-1
The Book of the Dead (Pendergast, #7; Diogenes, #3)	-1	-1
Er ist wieder da	-1	-1
The Expats	-1	-1
Bare Bones (Temperance Brennan, #6)	-1	-1
Beautiful Day	-1	-1
The Indwelling (Left Behind, #7)	-1	-1
Dexter in the Dark (Dexter, #3)	-1	-1
The Glass Bead Game	-1	-1
The Yellow Birds	-1	-1
Just One Look	-1	-1
The Proposal (The Proposition, #2)	-1	-1
My Family and Other Animals (Corfu Trilogy, #1)	-1	-1
Back Roads	-1	-1
Cathedral	-1	-1
Fantastic Beasts and Where to Find Them: The Original Screenplay	-1	-1
The Body	-1	-1
A Million Miles in a Thousand Years: What I Learned While Editing My Life	-1	-1
Eona: The Last Dragoneye (Eon, #2)	-1	-1
Eight Cousins (Eight Cousins, #1)	-1	-1
Chicken Soup with Rice: A Book of Months (The Nutshell Library)	-1	-1
R is for Ricochet (Kinsey Millhone, #18)	-1	-1
Prince of Wolves (The Grey Wolves, #1)	-1	-1
Diary of a Worm	-1	-1
The Grey King (The Dark Is Rising, #4)	-1	-1
Hunted (The Iron Druid Chronicles, #6)	-1	-1
Devoured (Devoured, #1)	-1	-1
The Complete Novels	-1	-1
The Book of Strange New Things	-1	-1
Epic Fail	-1	-1
A Caress of Twilight (Merry Gentry, #2)	-1	-1
The Manchurian Candidate (Movie Tie-In Edition)	-1	-1
Fudge-a-Mania (Fudge, #4)	-1	-1
Nevermore (Maximum Ride, #8)	-1	-1
Operating Instructions: A Journal of My Son's First Year	-1	-1
Pale Blue Dot: A Vision of the Human Future in Space	-1	-1
Simple Perfection (Rosemary Beach, #6; Perfection, #2)	-1	-1
The Irresistible Revolution: Living as an Ordinary Radical	-1	-1
Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School	-1	-1
The Pilgrims of Rayne (Pendragon, #8)	-1	-1
The Hundred-Foot Journey	-1	-1
Scorpia Rising (Alex Rider #9)	-1	-1
Big Nate: In a Class by Himself (Big Nate Novels, #1)	-1	-1
Forever Princess (The Princess Diaries, #10)	-1	-1
The Melancholy Death of Oyster Boy and Other Stories	-1	-1
Breath, Eyes, Memory	-1	-1
Journey to the End of the Night	-1	-1
The Scarecrow (Jack McEvoy, #2)	-1	-1
The Humans	-1	-1
Crocodile Tears (Alex Rider, #8)	-1	-1
1/4 جرام	-1	-1
For Women Only: What You Need to Know about the Inner Lives of Men	-1	-1
Seize the Night (Moonlight Bay, #2)	-1	-1
A Quick Bite (Argeneau #1)	-1	-1
Key of Knowledge (Key Trilogy, #2)	-1	-1
Ice Station (Shane Schofield, #1)	-1	-1
A Dangerous Fortune	-1	-1
The Well of Lost Plots (Thursday Next #3)	-1	-1
The Wealth of Nations	-1	-1
Canada	-1	-1
The Big Over Easy (Nursery Crime, #1)	-1	-1
The Seeing Stone (The Spiderwick Chronicles, #2)	-1	-1
Stalingrad: The Fateful Siege, 1942–1943	-1	-1
Beast Master, Vol. 1 (Beast Master, #1)	-1	-1
Giggle, Giggle, Quack	-1	-1
West with the Night	-1	-1
The Cellist of Sarajevo	-1	-1
Smooth Talking Stranger (Travises, #3)	-1	-1
If You Ask Me (And of Course You Won't)	-1	-1
Discourse on Method and Meditations on First Philosophy	-1	-1
The Defector (Gabriel Allon, #9)	-1	-1
In One Person	-1	-1
Rilla of Ingleside (Anne of Green Gables, #8)	-1	-1
The Wisdom of Crowds	-1	-1
Still Life With Crows (Pendergast, #4)	-1	-1
The Fog	-1	-1
Unlimited Power : The New Science Of Personal Achievement	-1	-1
Fever Dream (Pendergast, #10)	-1	-1
Why Be Happy When You Could Be Normal?	-1	-1
Outpost (Razorland, #2)	-1	-1
Can't We Talk about Something More Pleasant?	-1	-1
The Long Hard Road Out of Hell	-1	-1
BookRags Summary:  A Storm of Swords	-1	-1
Lyle, Lyle, Crocodile	-1	-1
Etiquette & Espionage (Finishing School, #1)	-1	-1
Death With Interruptions	-1	-1
Sandry's Book (Circle of Magic, #1)	-1	-1
Sole Survivor	-1	-1
Britt-Marie Was Here	-1	-1
Velvet Elvis: Repainting the Christian Faith	-1	-1
Kim	-1	-1
The Shunning (The Heritage of Lancaster County, #1)	-1	-1
Written in Red (The Others, #1)	-1	-1
The Seven-Percent Solution	-1	-1
Gregor and the Marks of Secret (Underland Chronicles, #4)	-1	-1
The Prodigal God: Recovering the Heart of the Christian Faith	-1	-1
Toujours Provence	-1	-1
The Lost Painting	-1	-1
The Light in the Ruins	-1	-1
My Beloved World	-1	-1
A Deepness in the Sky (Zones of Thought, #2)	-1	-1
Critique of Pure Reason	-1	-1
A Murder Is Announced (Miss Marple, #5)	-1	-1
Gnomes	-1	-1
Undead and Unemployed (Undead, #2)	-1	-1
Gates of Fire: An Epic Novel of the Battle of Thermopylae	-1	-1
The Little Lady Agency (The Little Lady Agency, #1)	-1	-1
On Liberty	-1	-1
Not My Father's Son	-1	-1
Nigella Express: Good Food, Fast	-1	-1
The Dead Key	-1	-1
Simply Irresistible (Lucky Harbor, #1)	-1	-1
Gabriel's Redemption (Gabriel's Inferno, #3)	-1	-1
Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe	-1	-1
Better: A Surgeon's Notes on Performance	-1	-1
Leave Me Breathless (Ross Siblings, #3)	-1	-1
Play (Stage Dive, #2)	-1	-1
Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality	-1	-1
Games People Play	-1	-1
Mitosis (The Reckoners, #1.5)	-1	-1
La Dame aux Camélias	-1	-1
The Wedding Dress	-1	-1
Fish: A Proven Way to Boost Morale and Improve Results	-1	-1
D-Day, June 6, 1944: The Battle for the Normandy Beaches	-1	-1
A Long Walk to Water: Based on a True Story	-1	-1
Light (Gone, #6)	-1	-1
Stuck-Up Suit	-1	-1
To Your Scattered Bodies Go (Riverworld, #1)	-1	-1
Midnight Bayou	-1	-1
Winter's Tale	-1	-1
The Doomsday Conspiracy	-1	-1
Rapture in Death (In Death, #4)	-1	-1
Common Sense	-1	-1
Falling Leaves: The Memoir of an Unwanted Chinese Daughter	-1	-1
رحلتي من الشك إلى الإيمان	-1	-1
Whispers at Moonrise (Shadow Falls, #4)	-1	-1
The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman	-1	-1
The Elementary Particles	-1	-1
Beauty from Surrender (Beauty, #2)	-1	-1
Dracula (Marvel Illustrated)	-1	-1
The Adventures of Captain Underpants (Captain Underpants, #1)	-1	-1
How Children Succeed: Grit, Curiosity, and the Hidden Power of Character	-1	-1
The Fountains of Paradise	-1	-1
The Bastard of Istanbul	-1	-1
Two Boys Kissing	-1	-1
The Doomsday Key (Sigma Force, #6)	-1	-1
The Ruins	-1	-1
A Dangerous Path (Warriors, #5)	-1	-1
Dances with Wolves (Dances with Wolves, #1)	-1	-1
Bloodhound (Beka Cooper, #2)	-1	-1
The Night Angel Trilogy (Night Angel, #1-3)	-1	-1
A Rose for Emily and Other Stories	-1	-1
The Holy Bible: English Standard Version	-1	-1
A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)	-1	-1
The Lives of the Artists	-1	-1
Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)	-1	-1
Syren (Septimus Heap, #5)	-1	-1
Metro 2033 (METRO, #1)	-1	-1
The Slap	-1	-1
The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)	-1	-1
Brilliance (Brilliance Saga, #1)	-1	-1
Life and Other Near-Death Experiences	-1	-1
The Fortress of Solitude	-1	-1
The Darkest Evening of the Year	-1	-1
Authority (Southern Reach, #2)	-1	-1
The Wrath of Mulgarath (The Spiderwick Chronicles, #5)	-1	-1
The Scrapbook of Frankie Pratt	-1	-1
Bee Season	-1	-1
Indelible (Grant County, #4)	-1	-1
Night Chills	-1	-1
Be Here Now	-1	-1
Trace (Kay Scarpetta, #13)	-1	-1
Genghis: Birth of an Empire (Conqueror, #1)	-1	-1
The Ruby Knight (The Elenium, #2)	-1	-1
The Thief of Always	-1	-1
Kiss of Crimson (Midnight Breed, #2)	-1	-1
The Keepsake (Rizzoli & Isles, #7)	-1	-1
The Everything Store: Jeff Bezos and the Age of Amazon	-1	-1
The Air He Breathes (Elements, #1)	-1	-1
Kiss of a Demon King (Immortals After Dark #7)	-1	-1
The Bonehunters (Malazan Book of the Fallen, #6)	-1	-1
Forever My Girl (The Beaumont Series, #1)	-1	-1
The Glass Magician (The Paper Magician Trilogy, #2)	-1	-1
Chanakya's Chant	-1	-1
The Naked and the Dead	-1	-1
Battle Cry of Freedom	-1	-1
The Little Mermaid	-1	-1
Lifeguard	-1	-1
Because of Mr. Terupt	-1	-1
Blubber	-1	-1
One Grave at a Time (Night Huntress, #6)	-1	-1
Apollyon (Covenant, #4)	-1	-1
I Heart New York (I Heart, #1)	-1	-1
Airhead (Airhead, #1)	-1	-1
Beauty's Release (Sleeping Beauty, #3)	-1	-1
Jessica's Guide to Dating on the Dark Side (Jessica, #1)	-1	-1
Complete Poems, 1904-1962	-1	-1
Execution: The Discipline of Getting Things Done	-1	-1
Smoke Gets in Your Eyes: And Other Lessons from the Crematory	-1	-1
The Rembrandt Affair (Gabriel Allon, #10)	-1	-1
The Call of Cthulhu	-1	-1
20th Century Ghosts	-1	-1
Ghostwritten	-1	-1
The One That Got Away	-1	-1
The Ruby Circle (Bloodlines, #6)	-1	-1
Where the Mountain Meets the Moon	-1	-1
Swallows and Amazons (Swallows and Amazons, #1)	-1	-1
Rock Hard (Sinners on Tour, #2)	-1	-1
How to Build a Girl	-1	-1
Sang Pemimpi (Tetralogi Laskar Pelangi, #2)	-1	-1
The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World	-1	-1
Touch & Go (Tessa Leoni, #2)	-1	-1
The Double Bind	-1	-1
Summer Rental	-1	-1
The Ice Twins	-1	-1
The Edge of Always (The Edge of Never, #2)	-1	-1
The Virgin Blue	-1	-1
Salt Sugar Fat: How the Food Giants Hooked Us	-1	-1
Half Magic (Tales of Magic, #1)	-1	-1
Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)	-1	-1
Live to Tell (Detective D.D. Warren, #4)	-1	-1
Lilly's Purple Plastic Purse	-1	-1
84, Charing Cross Road	-1	-1
Father Mine (Black Dagger Brotherhood, #6.5)	-1	-1
Peace Is Every Step: The Path of Mindfulness in Everyday Life	-1	-1
Electric Daisy, Vol. 1 (Dengeki Daisy, #1)	-1	-1
Scrappy Little Nobody	-1	-1
The Einstein Prophecy	-1	-1
Started Early, Took My Dog (Jackson Brodie, #4)	-1	-1
Batman: A Death in the Family	-1	-1
TransAtlantic	-1	-1
Eternal Kiss of Darkness (Night Huntress World, #2)	-1	-1
The Spellman Files (The Spellmans, #1)	-1	-1
Books of Blood: Volumes One to Three (Books of Blood #1-3)	-1	-1
The Judas Strain (Sigma Force, #4)	-1	-1
Searching for God Knows What	-1	-1
The Missing Piece	-1	-1
Fatherland	-1	-1
Freedom™ (Daemon, #2)	-1	-1
The Bridge of San Luis Rey	-1	-1
White Nights	-1	-1
Skin Trade (Anita Blake, Vampire Hunter #17)	-1	-1
Jesus the Christ	-1	-1
Disney's the Lion King	-1	-1
Shirley	-1	-1
Born in Ice (Born In Trilogy, #2)	-1	-1
Villa Incognito	-1	-1
The Sellout	-1	-1
Fables, Vol. 4: March of the Wooden Soldiers	-1	-1
Night School	-1	-1
The Silent Girl (Rizzoli & Isles, #9)	-1	-1
Horton Hatches the Egg	-1	-1
A Shade of Blood (A Shade of Vampire, #2)	-1	-1
Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape	-1	-1
Apology	-1	-1
Preacher, Volume 3: Proud Americans	-1	-1
The Wolf Gift (The Wolf Gift Chronicles, #1)	-1	-1
The Little Red Hen (Little Golden Book)	-1	-1
Lethal	-1	-1
The Terror	-1	-1
Madeline's Rescue	-1	-1
Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime	-1	-1
Garden of Shadows (Dollanganger, #5)	-1	-1
A Perfect Blood (The Hollows, #10)	-1	-1
Joni: An Unforgettable Story	-1	-1
War of the Twins (Dragonlance: Legends, #2)	-1	-1
Cross Fire (Alex Cross, #17)	-1	-1
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture	-1	-1
Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life	-1	-1
Metro Girl (Alex Barnaby, #1)	-1	-1
Never Never: Part Three (Never Never, #3)	-1	-1
Second Grave on the Left (Charley Davidson, #2)	-1	-1
Katherine	-1	-1
A Short History of Tractors in Ukrainian	-1	-1
Where They Found Her	-1	-1
Industrial Magic (Women of the Otherworld, #4)	-1	-1
Le Petit Nicolas (Le petit Nicolas, #1)	-1	-1
The Atlantis Plague (The Origin Mystery, #2)	-1	-1
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam	-1	-1
Whiteout	-1	-1
A Distant Mirror:  The Calamitous 14th Century	-1	-1
Heat	-1	-1
The Game: Penetrating the Secret Society of Pickup Artists	-1	-1
N is for Noose (Kinsey Millhone, #14)	-1	-1
