isbn,length
1594489173,-1
1563893126,-1
618391002,-1
743437322,-1
553278029,-1
,-1
1582349061,-1
60724692,-1
,-1
380709589,-1
1857028155,-1
349108390,-1
802123457,-1
1579126286,-1
,-1
60512628,-1
145162607X,-1
1847024696,-1
736423095,-1
62290398,-1
307960471,-1
312530641,-1
7198914,-1
307277771,-1
99446723,-1
609800140,-1
349117047,-1
039916216X,-1
,-1
618724834,-1
786939842,-1
525471340,-1
399157441,-1
1576754227,-1
689861133,-1
1585426016,-1
61230944,-1
,-1
60897848,-1
055327418X,-1
1481200577,-1
812974611,-1
1455536253,-1
671201581,-1
517220776,-1
786886811,-1
451528166,-1
1400052297,-1
805080511,-1
446612758,-1
1598183605,-1
006056251X,-1
152063110,-1
1595540350,-1
778303764,-1
385526342,-1
1439136637,-1
553381008,-1
1416591052,-1
743455800,-1
842356223,-1
152053107,-1
786229071,-1
61043575,-1
689847432,-1
142003697,-1
452285933,-1
446616494,-1
755328949,-1
679847596,-1
1423409450,-1
451187849,-1
374384711,-1
,-1
802130720,-1
451223896,-1
60525614,-1
1594488800,-1
042525674X,-1
62286927,-1
147675666X,-1
515139408,-1
1594481881,-1
60888628,-1
1416936491,-1
,-1
081299289X,-1
1416900314,-1
64430960,-1
184243036X,-1
60988657,-1
1406350486,-1
679728740,-1
842339760,-1
1594205388,-1
1400139027,-1
1419710206,-1
451419715,-1
1582404879,-1
1857983416,-1
1414315716,-1
743457269,-1
1442402326,-1
872205541,-1
786865059,-1
140440399,-1
1593081197,-1
61714305,-1
312359322,-1
811200124,-1
316734837,-1
393325997,-1
140278404X,-1
045122793X,-1
195189779,-1
1595541896,-1
61345695,-1
399255370,-1
60096098,-1
1451612060,-1
316037532,-1
679772871,-1
044661162X,-1
62278967,-1
439692393,-1
330340328,-1
6174434,-1
241144140,-1
525478116,-1
60005696,-1
440226686,-1
316166316,-1
486424588,-1
670038571,-1
553278746,-1
,-1
1841150509,-1
60594896,-1
,-1
2839906171,-1
393064476,-1
312194390,-1
385722222,-1
067003830X,-1
345418417,-1
316125849,-1
,-1
052542914X,-1
590416022,-1
9770919403,-1
,-1
316219037,-1
752876457,-1
385341954,-1
553496689,-1
316410985,-1
1842322761,-1
1594205418,-1
385521383,-1
765376474,-1
553582747,-1
1400044618,-1
1400054354,-1
767912276,-1
143036475,-1
345479726,-1
1606840576,-1
1400041201,-1
345409876,-1
152046925,-1
743201140,-1
1401309666,-1
395083621,-1
670034800,-1
312377029,-1
1455807044,-1
1465341889,-1
684856093,-1
810984253,-1
312932804,-1
61962783,-1
62012010,-1
,-1
618390979,-1
1591840562,-1
385528191,-1
399154140,-1
1416938745,-1
4063347761,-1
380782332,-1
61995037,-1
743243803,-1
440421217,-1
62311077,-1
876859260,-1
385339410,-1
749934085,-1
312599072,-1
425222195,-1
1594202249,-1
743431014,-1
61558265,-1
394726413,-1
399159894,-1
1416535209,-1
1582408831,-1
1416580956,-1
64440028,-1
140449302,-1
62081012,-1
316225886,-1
771064861,-1
899197698,-1
1405034149,-1
142437883,-1
,-1
394757688,-1
394758277,-1
805080503,-1
451228669,-1
425195201,-1
,-1
1423163001,-1
,-1
385346999,-1
671011375,-1
842345523,-1
765318415,-1
553146963,-1
375990674,-1
545540607,-1
1597372552,-1
1857238273,-1
441006108,-1
,-1
60927488,-1
446539759,-1
1585673692,-1
449902927,-1
,-1
125000621X,-1
670886580,-1
1476707723,-1
1442436646,-1
7118899,-1
765336405,-1
743243315,-1
670016780,-1
571203132,-1
64400204,-1
145162445X,-1
61351423,-1
425233367,-1
399256938,-1
345476999,-1
842342710,-1
836221362,-1
1595828117,-1
415278481,-1
8370540376,-1
618249060,-1
1596064854,-1
62372106,-1
1846057647,-1
62244752,-1
1416971750,-1
767915828,-1
1401210104,-1
810979772,-1
593054601,-1
7208006,-1
345524594,-1
1402284314,-1
1595145842,-1
1401904599,-1
61988243,-1
140436227,-1
192839772,-1
1502541858,-1
312939019,-1
1401204872,-1
60958022,-1
843396867X,-1
60987049,-1
1449410243,-1
446580341,-1
316014281,-1
316905747,-1
1407247425,-1
385354304,-1
385334176,-1
1439181780,-1
451460286,-1
1555974708,-1
1563891425,-1
1632154382,-1
1416543686,-1
453007449,-1
440779030,-1
60822554,-1
679774025,-1
425147517,-1
067002497X,-1
765351544,-1
571166938,-1
,-1
1591141273,-1
689840330,-1
1405209496,-1
812932293,-1
872206033,-1
1847442404,-1
385344406,-1
,-1
547152604,-1
842329277,-1
316214442,-1
553271369,-1
547569653,-1
385341970,-1
316099759,-1
842332286,-1
61240273,-1
60525851,-1
99366711,-1
1250031125,-1
345367693,-1
1593074492,-1
075283455X,-1
074990741X,-1
552772275,-1
849905702,-1
1408810441,-1
142002070,-1
014023828X,-1
61659258,-1
159463467X,-1
,-1
006001234X,-1
195067142,-1
152052607,-1
125001980X,-1
,-1
525952993,-1
553813145,-1
316234478,-1
312656270,-1
1401202012,-1
689831870,-1
425285170,-1
374349460,-1
142501522,-1
963192566,-1
689868200,-1
670072818,-1
037575718X,-1
62094734,-1
679725164,-1
1857237366,-1
743219570,-1
61985864,-1
1857236556,-1
312377045,-1
316018953,-1
,-1
393924769,-1
60525630,-1
1250128544,-1
312377037,-1
1451656505,-1
014018998X,-1
451160312,-1
1423144333,-1
316043893,-1
,-1
375700528,-1
375836586,-1
425267083,-1
142437301,-1
849759388X,-1
374187614,-1
1857230752,-1
312150601,-1
1101875941,-1
380820846,-1
152057803,-1
727860992,-1
030726419X,-1
399170863,-1
553578685,-1
316225940,-1
230706150,-1
515136530,-1
60536357,-1
316246654,-1
082221900X,-1
,-1
312649614,-1
,-1
316224138,-1
446576980,-1
3847905171,-1
307956350,-1
074345300X,-1
316099783,-1
842329293,-1
385518331,-1
312278497,-1
316219363,-1
451213203,-1
,-1
142004413,-1
451212452,-1
679723692,-1
,-1
582418178,-1
785213066,-1
670063118,-1
486455599,-1
006443253X,-1
425203867,-1
,-1
006000150X,-1
1416949674,-1
345533631,-1
,-1
140259449,-1
055341884X,-1
61921262,-1
345478169,-1
743482972,-1
425193829,-1
316101842,-1
1400079098,-1
345376595,-1
,-1
310266300,-1
979777704,-1
1416914161,-1
1439165645,-1
399250573,-1
61944343,-1
61232920,-1
688156819,-1
037570504X,-1
811216543,-1
,-1
1476727910,-1
399250565,-1
,-1
1590523172,-1
553479016,-1
60773758,-1
739439065,-1
312971230,-1
440217490,-1
143034359,-1
553585975,-1
61692042,-1
143037234,-1
689859376,-1
140284583,-1
1421532018,-1
743490096,-1
865471185,-1
1594489866,-1
312351666,-1
399157530,-1
872204200,-1
399155686,-1
1451664125,-1
553269224,-1
385721706,-1
446612766,-1
330376152,-1
684845776,-1
446554960,-1
307401243,-1
312650094,-1
1608198065,-1
60987464,-1
,-1
395137209,-1
031619008X,-1
151012741,-1
590554085,-1
553589490,-1
1501142534,-1
031026345X,-1
140183523,-1
764224735,-1
451464966,-1
393311198,-1
439791464,-1
525950796,-1
679736042,-1
375759867,-1
385534817,-1
307594882,-1
812536355,-1
521657296,-1
1579126294,-1
810909650,-1
425197484,-1
055338368X,-1
1416527265,-1
140432078,-1
62225073,-1
1401322433,-1
,-1
044657161X,-1
425266516,-1
1934964107,-1
805082115,-1
,-1
,-1
470484233,-1
345032799,-1
449818438,-1
192836382,-1
1595549633,-1
786866020,-1
743449746,-1
547251270,-1
61449180,-1
,-1
345419677,-1
515142867,-1
156031191,-1
1568650957,-1
1423301854,-1
143036254,-1
767903579,-1
,-1
1250011914,-1
030746363X,-1
375727019,-1
,-1
785114777,-1
439014573,-1
547564651,-1
446677949,-1
670038342,-1
307931900,-1
61231401,-1
1400043875,-1
60525657,-1
449000753,-1
375814698,-1
160751351X,-1
675093244,-1
,-1
446400157,-1
019283410X,-1
312934335,-1
747594155,-1
3453532988,-1
1741753597,-1
64301389,-1
1611099692,-1
,-1
571219357,-1
553804820,-1
374104107,-1
689859406,-1
61966908,-1
385498802,-1
60567112,-1
425098648,-1
517543052,-1
425204200,-1
440243904,-1
345373529,-1
60177241,-1
553589385,-1
345497627,-1
316219266,-1
,-1
1416580948,-1
553813153,-1
988695103,-1
1477825940,-1
9380658674,-1
312265050,-1
019516895X,-1
307162346,-1
044661761X,-1
038573882X,-1
330398059,-1
61783196,-1
1937053164,-1
7288387,-1
545040523,-1
452281458,-1
152063846,-1
871401525,-1
609610570,-1
393240231,-1
399156585,-1
,-1
61147974,-1
375724508,-1
,-1
159514322X,-1
316114278,-1
087923573X,-1
1402245793,-1
,-1
9793062924,-1
743250621,-1
525953078,-1
1400047463,-1
312642695,-1
7563035,-1
1455549002,-1
452284449,-1
1400069807,-1
152020683,-1
1594744548,-1
553807242,-1
688128971,-1
140143505,-1
,-1
553351397,-1
,-1
1501117203,-1
,-1
385608020,-1
930289447,-1
1400069599,-1
61783161,-1
743571355,-1
425165582,-1
60763892,-1
785263713,-1
60256710,-1
61006629,-1
525951571,-1
60088877,-1
,-1
425227723,-1
875793266,-1
1570820872,-1
141439866,-1
515116750,-1
1842431021,-1
374260508,-1
1401202225,-1
804192979,-1
345515501,-1
7175191,-1
,-1
62248472,-1
865163480,-1
1563893274,-1
307595110,-1
307960307,-1
1455501476,-1
316017442,-1
670447161,-1
61733636,-1
067172942X,-1
61957895,-1
310240018,-1
786932171,-1
031603617X,-1
142000159,-1
1577312295,-1
60584025,-1
,-1
312360819,-1
155652532X,-1
141020520,-1
62225464,-1
553590162,-1
2070364232,-1
,-1
034547581X,-1
451215710,-1
345349571,-1
142407577,-1
60554738,-1
330348779,-1
749941995,-1
1423119509,-1
525952764,-1
778321606,-1
1560768800,-1
446616621,-1
316000957,-1
446539813,-1
,-1
310247535,-1
316059862,-1
1937007588,-1
345524616,-1
031621129X,-1
446604089,-1
61433012,-1
61259349,-1
1595540342,-1
312655452,-1
,-1
4757518080,-1
345329457,-1
60596988,-1
893662135,-1
399252649,-1
,-1
1590521358,-1
808553038,-1
375703055,-1
805210555,-1
156924264X,-1
786933887,-1
374530637,-1
9753638027,-1
345379624,-1
1557488150,-1
1439136823,-1
1423102991,-1
446195979,-1
61628018,-1
039925692X,-1
1401216226,-1
60744510,-1
62273205,-1
1461052149,-1
345348664,-1
340936150,-1
425259862,-1
1592406521,-1
399155481,-1
876853629,-1
316229296,-1
1846247195,-1
552150215,-1
670019631,-1
140389660,-1
307582396,-1
61579033,-1
60744871,-1
,-1
385342322,-1
684804484,-1
375701907,-1
375701966,-1
413774031,-1
545052394,-1
026110215X,-1
385521227,-1
451452011,-1
60735430,-1
,-1
160096527X,-1
60542098,-1
99478420,-1
141971189X,-1
152046917,-1
316018708,-1
1408859645,-1
045141991X,-1
452281431,-1
1414310560,-1
143417231,-1
60548924,-1
380720868,-1
802136680,-1
312382855,-1
679728899,-1
1841497967,-1
1423194551,-1
1854596373,-1
446401056,-1
1421514818,-1
9953716889,-1
030711838X,-1
60002492,-1
380810336,-1
515141399,-1
425210278,-1
894864025,-1
1933480092,-1
743426800,-1
1400069629,-1
446504122,-1
044657967X,-1
743497295,-1
055327211X,-1
689872372,-1
1439136807,-1
142428698,-1
224063979,-1
142300705,-1
,-1
8423648990,-1
1594487588,-1
679744479,-1
1450595987,-1
7203116,-1
60894083,-1
671449028,-1
64473627,-1
842332294,-1
1594204993,-1
385733976,-1
752861743,-1
385736843,-1
965925072,-1
385907508,-1
375758771,-1
1595144358,-1
125001011X,-1
385741391,-1
1579126936,-1
749934123,-1
345807154,-1
425212033,-1
60535032,-1
9770915343,-1
345460014,-1
60751649,-1
689860064,-1
446574465,-1
140280553,-1
553241605,-1
545176867,-1
071956896X,-1
553290991,-1
152018484,-1
61129763,-1
1400063841,-1
006204964X,-1
451233182,-1
312933541,-1
743482883,-1
,-1
,-1
055380555X,-1
60730269,-1
7273746,-1
195007778,-1
805072063,-1
1932100660,-1
333710932,-1
345455290,-1
1857987632,-1
2723495612,-1
316737372,-1
034911188X,-1
1416516727,-1
61767581,-1
1440154236,-1
340686030,-1
679764410,-1
307948684,-1
399153357,-1
141023422,-1
1406331163,-1
345495357,-1
1455503258,-1
375757910,-1
006008460X,-1
446581194,-1
031605755X,-1
553816322,-1
60888644,-1
61251348,-1
316780375,-1
1301786454,-1
451203771,-1
988489112,-1
60507772,-1
553275720,-1
312243359,-1
161638610X,-1
62073168,-1
1400068169,-1
316254770,-1
1409521966,-1
1416997946,-1
440228654,-1
425182878,-1
785139877,-1
,-1
451225007,-1
1600104835,-1
192751034,-1
1600963943,-1
394752848,-1
345528204,-1
1250091845,-1
038551851X,-1
312421435,-1
451210557,-1
446698229,-1
743219600,-1
1250019834,-1
330426648,-1
9707704667,-1
1565126807,-1
375727272,-1
553804324,-1
9832672368,-1
1682305031,-1
385349831,-1
031238078X,-1
7117140,-1
671758896,-1
689869126,-1
,-1
345438310,-1
345527771,-1
037587089X,-1
345414004,-1
1414318634,-1
395870828,-1
399148701,-1
886773784,-1
374521727,-1
6497012,-1
62002325,-1
1451665601,-1
312426232,-1
689859392,-1
689846231,-1
373210639,-1
446569895,-1
767915305,-1
778313077,-1
375703063,-1
515128546,-1
316000973,-1
034537472X,-1
1476798176,-1
751531219,-1
684839385,-1
1780892888,-1
60562498,-1
399155163,-1
055350584X,-1
786901640,-1
1416983244,-1
,-1
425189031,-1
,-1
1401202322,-1
399171088,-1
515138819,-1
312939027,-1
1608195228,-1
,-1
345481291,-1
671447548,-1
1401210090,-1
345455681,-1
1480118516,-1
1250059305,-1
,-1
1612184715,-1
679753338,-1
451076451,-1
140447423,-1
,-1
224093614,-1
1857988221,-1
1423121295,-1
60725125,-1
425100650,-1
525954570,-1
1939392748,-1
553383833,-1
805088415,-1
1423108760,-1
425204030,-1
307377326,-1
345383273,-1
1582405301,-1
439846838,-1
446695688,-1
836217357,-1
1600610862,-1
307990672,-1
679752552,-1
743412028,-1
1401307922,-1
1591169283,-1
60935766,-1
1594481571,-1
812974042,-1
345531485,-1
312369506,-1
,-1
316013838,-1
1582349010,-1
1250034485,-1
1461072514,-1
61668095,-1
451165667,-1
1594201501,-1
785127224,-1
785281126,-1
7157177,-1
62331159,-1
385664443,-1
345422554,-1
385539088,-1
736918833,-1
1416543694,-1
1250015545,-1
446675369,-1
375703845,-1
312939043,-1
8770530688,-1
375703829,-1
312593317,-1
842332308,-1
156106809,-1
316133191,-1
,-1
380809060,-1
778303829,-1
8370540910,-1
,-1
385535589,-1
743474163,-1
395304482,-1
068816112X,-1
307377334,-1
393062244,-1
385491069,-1
061861916X,-1
1250044650,-1
60757353,-1
385515502,-1
545284104,-1
1400031818,-1
60751967,-1
679882804,-1
,-1
068987779X,-1
078948045X,-1
385493622,-1
684832356,-1
557364639,-1
,-1
014017821X,-1
60012781,-1
61176109,-1
1602862567,-1
051511779X,-1
738718688,-1
,-1
62295896,-1
525478922,-1
399153934,-1
691017840,-1
399156909,-1
1577780728,-1
1594204217,-1
451456718,-1
765326574,-1
307960498,-1
5559609129,-1
1569314063,-1
097915930X,-1
970398107,-1
802141676,-1
345443608,-1
,-1
618562036,-1
1401323588,-1
743453018,-1
061579615X,-1
140367462,-1
1605981737,-1
7169957,-1
425194515,-1
312361270,-1
60733357,-1
857522272,-1
547959206,-1
399163840,-1
60567236,-1
224064924,-1
1593070918,-1
307279952,-1
316018740,-1
374529949,-1
553590154,-1
553573357,-1
722533942,-1
1250022061,-1
375865861,-1
60766212,-1
006102001X,-1
440237556,-1
440237564,-1
812971892,-1
679734465,-1
679724516,-1
545284155,-1
553286390,-1
385333900,-1
1401213510,-1
380817926,-1
1608866874,-1
553062182,-1
385515995,-1
385495404,-1
446617091,-1
547248040,-1
1591167531,-1
749934131,-1
553575384,-1
1846054761,-1
60092572,-1
,-1
1416963960,-1
679722319,-1
014303541X,-1
517580519,-1
60569662,-1
62224107,-1
736421866,-1
006124242X,-1
810996162,-1
679722637,-1
316726192,-1
553279718,-1
380974738,-1
140186301,-1
60534052,-1
399167846,-1
345484274,-1
670011304,-1
147673190X,-1
425201333,-1
553807234,-1
140121813X,-1
812520475,-1
812993101,-1
679723951,-1
425234339,-1
1409135195,-1
60725133,-1
,-1
571206921,-1
61230839,-1
1557091528,-1
382285980X,-1
60955228,-1
,-1
679824111,-1
1416505490,-1
1598184318,-1
60725141,-1
1770460608,-1
375727132,-1
60576170,-1
62508342,-1
345482409,-1
1594561796,-1
141691420X,-1
385732074,-1
140236236,-1
,-1
91879205,-1
1841957178,-1
1597801607,-1
743265025,-1
140120077X,-1
067974472X,-1
786837462,-1
1401204953,-1
60096128,-1
61288853,-1
375753141,-1
,-1
618683070,-1
61493341,-1
385341962,-1
125005480X,-1
042523567X,-1
515124214,-1
61779725,-1
394719689,-1
886778581,-1
785729194,-1
1594631395,-1
312939035,-1
140006760X,-1
385533411,-1
226458083,-1
312424671,-1
1250022134,-1
446610178,-1
385517254,-1
553265954,-1
425238814,-1
767915593,-1
441014186,-1
7133618,-1
778322858,-1
515136263,-1
316040096,-1
000721975X,-1
609807919,-1
893816949,-1
763620912,-1
1551111721,-1
375836977,-1
671664263,-1
142400769,-1
,-1
765335344,-1
425194523,-1
078685149X,-1
60852003,-1
394900871,-1
1609071220,-1
037570342X,-1
553588729,-1
,-1
,-1
786856920,-1
1936608898,-1
151012709,-1
440227194,-1
452287073,-1
,-1
1406501077,-1
525955100,-1
872860744,-1
525952896,-1
1594486344,-1
689840349,-1
158240612X,-1
671023462,-1
,-1
62072188,-1
316012823,-1
64407330,-1
586203192,-1
,-1
1439187312,-1
61284424,-1
399250484,-1
547628382,-1
544289595,-1
,-1
739464469,-1
749009519,-1
1595541217,-1
451208188,-1
743284887,-1
60833459,-1
1632150190,-1
553808036,-1
399154779,-1
1401917593,-1
1423157524,-1
373210450,-1
689859384,-1
688213855,-1
64434516,-1
4770020678,-1
804178429,-1
375758259,-1
1590303164,-1
316000981,-1
886777631,-1
425217299,-1
,-1
316089516,-1
1421536382,-1
,-1
689869118,-1
425093255,-1
345524497,-1
553582763,-1
553212419,-1
60809086,-1
836220625,-1
373210698,-1
425163717,-1
,-1
074349282X,-1
345379063,-1
803736703,-1
330418882,-1
451166604,-1
385538898,-1
811874559,-1
1405038160,-1
051512317X,-1
1421506130,-1
60727535,-1
6471250,-1
375821821,-1
679600213,-1
743281632,-1
1400067820,-1
62267728,-1
1451683405,-1
149262246X,-1
778324214,-1
316018600,-1
385737432,-1
142302392,-1
142003344,-1
345496531,-1
545040566,-1
743482859,-1
689839081,-1
1442413174,-1
743442849,-1
765329581,-1
312241356,-1
,-1
440244447,-1
60534044,-1
1936365014,-1
747549923,-1
571207766,-1
439755204,-1
1439172560,-1
886776066,-1
,-1
1400097029,-1
316405345,-1
425210758,-1
316074144,-1
812505182,-1
451211030,-1
1594745765,-1
345487133,-1
446608378,-1
316106534,-1
425241505,-1
553269216,-1
843955848,-1
194232638,-1
553297260,-1
157683932X,-1
380811081,-1
61093327,-1
385737637,-1
345451325,-1
61957917,-1
446324825,-1
110194661X,-1
61935107,-1
836218523,-1
809510839,-1
439436567,-1
375829830,-1
,-1
316224189,-1
1401205011,-1
307394956,-1
449221490,-1
440420059,-1
60283262,-1
140157727,-1
61719544,-1
1401303382,-1
61852058,-1
316185906,-1
781805503,-1
62235796,-1
439672449,-1
586203818,-1
515144592,-1
590259385,-1
1476792496,-1
385535635,-1
067975833X,-1
312546343,-1
3822835536,-1
1416505067,-1
1605045535,-1
345443586,-1
743287932,-1
044640098X,-1
399146261,-1
765327821,-1
1476789258,-1
044900578X,-1
393318680,-1
316066346,-1
345543009,-1
446618675,-1
62088149,-1
590224735,-1
545298423,-1
307718964,-1
1400031540,-1
1594489998,-1
140443150,-1
226500667,-1
1451616880,-1
452280397,-1
425190455,-1
373777922,-1
64473457,-1
545298407,-1
1594202435,-1
1523662441,-1
1416960597,-1
938077872,-1
,-1
671028367,-1
812995821,-1
385344031,-1
316018775,-1
842371516,-1
,-1
316213071,-1
380794470,-1
,-1
312144075,-1
,-1
804177996,-1
,-1
1416971777,-1
1421506718,-1
,-1
425180964,-1
399158987,-1
1584790830,-1
312335288,-1
312934327,-1
1595143998,-1
1416509631,-1
62217070,-1
1594486638,-1
1400067669,-1
7113803,-1
553575376,-1
038079487X,-1
449000621,-1
1455521310,-1
60958340,-1
316037885,-1
593046315,-1
1595541209,-1
1600106951,-1
1576751740,-1
1857230213,-1
031235164X,-1
140184937,-1
140123206X,-1
316097543,-1
,-1
515089931,-1
60278684,-1
1423340418,-1
99690608,-1
031262168X,-1
149262344X,-1
60004878,-1
62004042,-1
1439192812,-1
842356290,-1
316097527,-1
812979915,-1
425259870,-1
345348672,-1
718149866,-1
62001035,-1
1592407110,-1
307350436,-1
140283358,-1
385423608,-1
147670869X,-1
1400065593,-1
684859238,-1
451219597,-1
,-1
60750863,-1
60734000,-1
1439142009,-1
62076108,-1
1439187010,-1
62318322,-1
61914177,-1
044101173X,-1
345485777,-1
151189781,-1
395957753,-1
786834277,-1
1594486409,-1
1250052386,-1
553588370,-1
60766247,-1
747538352,-1
1442406593,-1
006194436X,-1
778319059,-1
,-1
515141666,-1
1442402008,-1
802131808,-1
61906220,-1
307738612,-1
439568471,-1
60837055,-1
765319233,-1
1481438867,-1
671774670,-1
1501124374,-1
553129198,-1
739437585,-1
345467515,-1
765343266,-1
451207793,-1
451233328,-1
060961066X,-1
,-1
812974417,-1
515128554,-1
440244498,-1
380792648,-1
375713751,-1
1563897156,-1
1500453307,-1
140286802,-1
689868235,-1
743464664,-1
1606840592,-1
451219244,-1
61720852,-1
312934343,-1
151010986,-1
,-1
451197879,-1
425204049,-1
60845503,-1
688163181,-1
613026667,-1
62267175,-1
031608106X,-1
525951059,-1
440242916,-1
1430300612,-1
1582406847,-1
61161535,-1
425199584,-1
031632468X,-1
1573227951,-1
9797591514,-1
60517123,-1
345497457,-1
045121577X,-1
586062009,-1
60085495,-1
375424474,-1
573613052,-1
1591841666,-1
618982507,-1
9719234202,-1
1780481012,-1
312992629,-1
1250001544,-1
60930314,-1
805099247,-1
60856262,-1
425142485,-1
074329730X,-1
671004549,-1
552152161,-1
553584529,-1
345418514,-1
671673688,-1
856761222,-1
61132233,-1
140045295,-1
590554093,-1
1439171211,-1
,-1
1582344159,-1
802135587,-1
,-1
1250012899,-1
7235801,-1
159038783X,-1
553588184,-1
738713708,-1
140549056,-1
812993861,-1
399154345,-1
1471110672,-1
1608463869,-1
,-1
316044776,-1
930452895,-1
,-1
749934174,-1
375422714,-1
60885459,-1
1848764561,-1
743294378,-1
,-1
,-1
,-1
316881791,-1
031612852X,-1
184724954X,-1
684859734,-1
345548485,-1
765316986,-1
1416543791,-1
7144350,-1
,-1
399171622,-1
553418297,-1
1250022088,-1
60520620,-1
1595542884,-1
,-1
031624371X,-1
1401229697,-1
,-1
307266761,-1
399184511,-1
385031149,-1
62273264,-1
439545285,-1
,-1
399256121,-1
425205959,-1
1442449616,-1
038070952X,-1
7119356,-1
60734574,-1
679721886,-1
307111547,-1
872861554,-1
,-1
345453751,-1
1476776881,-1
1451697244,-1
9626344245,-1
515144665,-1
142196584,-1
671792806,-1
741444569,-1
62026542,-1
141004924,-1
034541957X,-1
307960382,-1
1563894904,-1
60841826,-1
816638624,-1
1455502758,-1
439672465,-1
,-1
684848015,-1
671737821,-1
316175560,-1
,-1
786286806,-1
440421241,-1
178089015X,-1
1439159661,-1
1416963987,-1
399158022,-1
385344015,-1
,-1
62351427,-1
073642198X,-1
380815583,-1
62327186,-1
356502422,-1
373775814,-1
042518160X,-1
,-1
1400075718,-1
1860499260,-1
375761144,-1
316926051,-1
842335722,-1
385524986,-1
312990960,-1
440242177,-1
316058254,-1
752849522,-1
037576013X,-1
316375144,-1
373774524,-1
1401360238,-1
310919797,-1
446580287,-1
1101886692,-1
1609074602,-1
140120113X,-1
99435136,-1
755308441,-1
1594482306,-1
1250034515,-1
99460173,-1
307262995,-1
671743058,-1
375759018,-1
038548951X,-1
312427808,-1
044900063X,-1
1596911050,-1
553584480,-1
1594201927,-1
804140413,-1
670012092,-1
195087453,-1
446564087,-1
525952365,-1
1423116186,-1
1451617526,-1
739317148,-1
1416914234,-1
812966929,-1
60987324,-1
613096487,-1
385722435,-1
765310082,-1
593057775,-1
979962570X,-1
62363239,-1
385348614,-1
756409608,-1
553563734,-1
62105620,-1
60760885,-1
61931411,-1
140690483X,-1
316113670,-1
60744545,-1
1590388127,-1
1595142525,-1
316014508,-1
439372941,-1
031021923X,-1
743454162,-1
,-1
545175305,-1
689823827,-1
330339184,-1
62351206,-1
61784788,-1
1607062542,-1
307700313,-1
826412769,-1
1594746370,-1
1401204589,-1
375870415,-1
2290032042,-1
186046095X,-1
316123080,-1
61797057,-1
159582748X,-1
,-1
1416916172,-1
1599903229,-1
,-1
140505393,-1
20306652,-1
140120256X,-1
9580469717,-1
006074104X,-1
393325350,-1
1439178232,-1
098870742X,-1
330247042,-1
1607515423,-1
,-1
345313151,-1
698113578,-1
615417175,-1
345418506,-1
64440583,-1
679747192,-1
,-1
006083577X,-1
786854448,-1
393320928,-1
241141826,-1
671721720,-1
671729462,-1
,-1
,-1
61043583,-1
1559360615,-1
385341326,-1
038077352X,-1
375758739,-1
679601082,-1
671011332,-1
143017861,-1
752852612,-1
,-1
1421502410,-1
446583146,-1
1416530711,-1
802132219,-1
,-1
1572245379,-1
159448600X,-1
525421556,-1
671702513,-1
1455507199,-1
067443000X,-1
316159433,-1
067122350X,-1
857532014,-1
804138818,-1
375724672,-1
006008216X,-1
1476740488,-1
451523482,-1
679747044,-1
312360401,-1
553588451,-1
375414959,-1
340752483,-1
1423165993,-1
045123054X,-1
439680093,-1
374292086,-1
449912426,-1
1423134494,-1
375500723,-1
,-1
316070629,-1
385524382,-1
27436292,-1
1451636016,-1
192835149,-1
140277447,-1
670020532,-1
743271327,-1
380782340,-1
1250010098,-1
033041335X,-1
374266514,-1
762447699,-1
755328175,-1
425208435,-1
316123404,-1
,-1
440240948,-1
1607069458,-1
425173747,-1
1594480036,-1
345495934,-1
,-1
316250813,-1
552144312,-1
786818697,-1
080417766X,-1
60776250,-1
7120699,-1
525953612,-1
9953320993,-1
307460207,-1
,-1
823404706,-1
439995442,-1
857203312,-1
804137382,-1
743249291,-1
141311290,-1
,-1
,-1
,-1
872201929,-1
749748001,-1
,-1
1592243002,-1
1401340873,-1
307444058,-1
345528697,-1
1591828783,-1
60525126,-1
61997188,-1
,-1
061808360X,-1
451210638,-1
805097457,-1
,-1
,-1
312374976,-1
425256227,-1
413771008,-1
4103534257,-1
330418874,-1
60097477,-1
345413997,-1
316011274,-1
1400077915,-1
1841494186,-1
,-1
393310329,-1
1441836314,-1
60080841,-1
671890913,-1
60584033,-1
743437349,-1
446195510,-1
553561189,-1
62117181,-1
316376116,-1
448095025,-1
449205622,-1
62073125,-1
185549664X,-1
310247527,-1
425241130,-1
413772195,-1
,-1
1416516743,-1
385341598,-1
743233492,-1
1583334386,-1
345457714,-1
038533947X,-1
765328542,-1
449221512,-1
2020418770,-1
1593080212,-1
671203231,-1
375725342,-1
7162499,-1
316407135,-1
9645571766,-1
812995201,-1
60531231,-1
399157867,-1
689839057,-1
399154302,-1
069109750X,-1
1419151126,-1
307267679,-1
765312182,-1
052595421X,-1
1401228305,-1
399155279,-1
140447601,-1
440220459,-1
316016659,-1
,-1
399155430,-1
1466266732,-1
7271212,-1
2264022442,-1
449911594,-1
671729446,-1
439545307,-1
99461889,-1
743484207,-1
1600100295,-1
755334434,-1
553580272,-1
000710653X,-1
140436111,-1
307377040,-1
345460065,-1
446556823,-1
374280967,-1
805210644,-1
971977550,-1
60827696,-1
,-1
1565126297,-1
446321214,-1
60096152,-1
306816083,-1
446556815,-1
1570625190,-1
,-1
,-1
374104115,-1
,-1
545140315,-1
074347418X,-1
7120818,-1
